,gene_id
chr1-15251957-15252540,ENSG00000142621
chr1-15252674-15253407,ENSG00000142621
chr1-15258663-15259351,ENSG00000142621
chr1-15261015-15261936,ENSG00000142621
chr1-15272228-15273135,ENSG00000142621
chr1-15296756-15297667,ENSG00000142621
chr1-15304461-15305361,ENSG00000142621
chr1-15323254-15324156,ENSG00000142621
chr1-15328681-15329598,ENSG00000142621
chr1-15340120-15341029,ENSG00000142621
chr1-15341824-15342689,ENSG00000142621
chr1-15345636-15346537,ENSG00000142621
chr1-15347110-15347844,ENSG00000142621
chr1-15352260-15353134,ENSG00000142621
chr1-15362451-15363274,ENSG00000142621
chr1-15364507-15365400,ENSG00000142621
chr1-15384072-15384937,ENSG00000142621
chr1-15386012-15386870,ENSG00000142621
chr1-15407329-15408100,ENSG00000142634
chr1-15409249-15410161,ENSG00000142634
chr1-15411496-15412447,ENSG00000142634
chr1-15415778-15416693,ENSG00000142634
chr1-15417222-15418151,ENSG00000142634
chr1-15421213-15422082,ENSG00000142634
chr1-15423973-15424850,ENSG00000142634
chr1-15429436-15430198,ENSG00000142634
chr1-15501235-15502092,ENSG00000132906
chr1-15508372-15509283,ENSG00000132906
chr1-15514843-15515765,ENSG00000132906
chr1-15524239-15525211,ENSG00000132906
chr1-15526336-15527222,ENSG00000116138
chr1-15543373-15544249,ENSG00000116138
chr1-15563849-15564727,ENSG00000116138
chr1-15571681-15572509,ENSG00000116771
chr1-15578887-15579750,ENSG00000116771
chr1-15584414-15585345,ENSG00000116771
chr1-15616966-15617883,ENSG00000197312
chr1-15627717-15628596,ENSG00000197312
chr1-15639590-15640425,ENSG00000197312
chr1-15681894-15682804,ENSG00000116786
chr1-15684071-15684807,ENSG00000116786
chr1-15696719-15697605,ENSG00000116786
chr1-15834336-15835143,ENSG00000179743
chr1-15835586-15836460,ENSG00000179743
chr1-15836933-15837706,ENSG00000179743
chr1-15847238-15848124,ENSG00000065526
chr1-15851714-15852505,ENSG00000065526
chr1-15853042-15853805,ENSG00000065526
chr1-15866696-15867552,ENSG00000065526
chr1-15883110-15883755,ENSG00000065526
chr1-15886011-15886888,ENSG00000065526
chr1-15892957-15893841,ENSG00000065526
chr1-15916600-15917080,ENSG00000065526
chr1-15919087-15919960,ENSG00000065526
chr1-15937372-15938135,ENSG00000065526
chr1-15949326-15950242,ENSG00000116809
chr1-15952516-15953355,ENSG00000116809
chr1-15958305-15959166,ENSG00000116809
chr1-15963657-15964508,ENSG00000116809
chr1-15965840-15966763,ENSG00000116809
chr1-15975605-15976456,ENSG00000116809
chr1-16201646-16202564,ENSG00000142632
chr1-16204710-16205356,ENSG00000142632
chr1-16206346-16207231,ENSG00000142632
chr1-16235883-16236478,ENSG00000132881
chr1-16236765-16237596,ENSG00000132881
chr1-16248514-16249433,ENSG00000037637
chr1-16266173-16267066,ENSG00000037637
chr1-16293302-16294189,ENSG00000037637
chr1-16300582-16301458,ENSG00000037637
chr1-16302676-16303545,ENSG00000037637
chr1-16350611-16351287,ENSG00000055070
chr1-16352036-16352944,ENSG00000055070
chr1-16363111-16363986,ENSG00000055070
chr1-16364615-16365539,ENSG00000055070
chr1-16366811-16367626,ENSG00000055070
chr1-16371507-16372402,ENSG00000055070
chr1-16386951-16387778,ENSG00000055070
chr1-16420513-16421403,ENSG00000187144
chr1-16440304-16441103,ENSG00000157191
chr1-16443869-16444809,ENSG00000157191
chr1-16454647-16455542,ENSG00000157191
chr1-16607402-16608158,ENSG00000219481
chr1-16613080-16613992,ENSG00000219481
chr1-16872426-16873081,ENSG00000058453
chr1-16873197-16873874,ENSG00000058453
chr1-16888994-16889882,ENSG00000058453
chr1-16895778-16896619,ENSG00000058453
chr1-16900720-16901526,ENSG00000058453
chr1-16904628-16905509,ENSG00000058453
chr1-16913634-16914518,ENSG00000058453
chr1-16921468-16922362,ENSG00000058453
chr1-16927380-16928273,ENSG00000058453
chr1-16939416-16940273,ENSG00000058453
chr1-16948053-16948866,ENSG00000058453
chr1-16951390-16952292,ENSG00000058453
chr1-16960474-16961367,ENSG00000058453
chr1-16963156-16964052,ENSG00000058453
chr1-16980347-16981049,ENSG00000226526
chr1-16987753-16988591,ENSG00000159363
chr1-16991699-16992545,ENSG00000159363
chr1-17001501-17002396,ENSG00000159363
chr1-17009449-17010321,ENSG00000159363
chr1-17011490-17012369,ENSG00000159363
chr1-17013624-17014517,ENSG00000159363
chr1-17022938-17023844,ENSG00000117118
chr1-17044925-17045766,ENSG00000117118
chr1-17045917-17046757,ENSG00000117118
chr1-17047375-17048267,ENSG00000117118
chr1-17053703-17054617,ENSG00000117118
chr1-17066572-17067483,ENSG00000117115
chr1-17075187-17076074,ENSG00000117115
chr1-17098174-17099055,ENSG00000117115
chr1-17099688-17100525,ENSG00000117115
chr1-17119160-17119998,ENSG00000117115
chr1-17308044-17308883,ENSG00000159339
chr1-17312131-17312915,ENSG00000159339
chr1-17335777-17336654,ENSG00000159339
chr1-17355786-17356561,ENSG00000159339
chr1-17359818-17360681,ENSG00000159339
chr1-17405886-17406792,ENSG00000179051
chr1-17409076-17409954,ENSG00000179051
chr1-17412769-17413615,ENSG00000179051
chr1-17419552-17420448,ENSG00000179051
chr1-17431367-17432214,ENSG00000179051
chr1-17437450-17438190,ENSG00000179051
chr1-17438315-17438700,ENSG00000179051
chr1-17439373-17440266,ENSG00000179051
chr1-17441431-17442209,ENSG00000179051
chr1-17539363-17540289,ENSG00000074964
chr1-17540895-17541690,ENSG00000074964
chr1-17581155-17582001,ENSG00000074964
chr1-17585993-17586833,ENSG00000074964
chr1-17587934-17588880,ENSG00000074964
chr1-17603096-17603977,ENSG00000074964
chr1-17606608-17607482,ENSG00000074964
chr1-17617934-17618832,ENSG00000074964
chr1-17629751-17630647,ENSG00000074964
chr1-17635493-17636385,ENSG00000074964
chr1-17640096-17640960,ENSG00000074964
chr1-17658554-17659460,ENSG00000074964
chr1-17661301-17662212,ENSG00000074964
chr1-17673352-17674086,ENSG00000074964
chr1-17674519-17675457,ENSG00000074964
chr1-18874948-18875839,ENSG00000159423
chr1-18883890-18884770,ENSG00000159423
chr1-18902350-18903238,ENSG00000159423
chr1-18906783-18907647,ENSG00000169991
chr1-18907862-18908608,ENSG00000169991
chr1-18908888-18909697,ENSG00000169991
chr1-18912783-18913686,ENSG00000169991
chr1-18923607-18924357,ENSG00000169991
chr1-18926286-18927204,ENSG00000169991
chr1-18927562-18928322,ENSG00000169991
chr1-18938298-18939198,ENSG00000169991
chr1-18944549-18945363,ENSG00000169991
chr1-18948169-18949079,ENSG00000169991
chr1-18951746-18952578,ENSG00000169991
chr1-18955189-18955867,ENSG00000169991
chr1-18956346-18957244,ENSG00000169991
chr1-19074232-19075107,ENSG00000127481
chr1-19081202-19082104,ENSG00000127481
chr1-19096021-19096884,ENSG00000127481
chr1-19113291-19114103,ENSG00000127481
chr1-19123741-19124603,ENSG00000127481
chr1-19140646-19141394,ENSG00000127481
chr1-19179514-19180453,ENSG00000127481
chr1-19204254-19205160,ENSG00000127481
chr1-19209893-19210767,ENSG00000127481
chr1-19240978-19241886,ENSG00000127463
chr1-19251220-19252121,ENSG00000053372
chr1-19311725-19312631,ENSG00000040487
chr1-19315331-19316177,ENSG00000040487
chr1-19322118-19322981,ENSG00000040487
chr1-19341223-19342107,ENSG00000077549
chr1-19344129-19345013,ENSG00000077549
chr1-19347542-19348394,ENSG00000077549
chr1-19352827-19353563,ENSG00000077549
chr1-19359917-19360596,ENSG00000077549
chr1-19370218-19371142,ENSG00000077549
chr1-19390825-19391759,ENSG00000077549
chr1-19392931-19393725,ENSG00000077549
chr1-19405850-19406750,ENSG00000077549
chr1-19411392-19412271,ENSG00000077549
chr1-19430264-19431085,ENSG00000077549
chr1-19434894-19435776,ENSG00000077549
chr1-19436516-19437373,ENSG00000077549
chr1-19439462-19440369,ENSG00000077549
chr1-19445551-19446411,ENSG00000077549
chr1-19448585-19449499,ENSG00000077549
chr1-19453484-19454307,ENSG00000077549
chr1-19454629-19455435,ENSG00000077549
chr1-19458516-19459282,ENSG00000077549
chr1-19459413-19460202,ENSG00000077549
chr1-19460709-19461655,ENSG00000077549
chr1-19462935-19463851,ENSG00000077549
chr1-19465897-19466761,ENSG00000077549
chr1-19468115-19468948,ENSG00000077549
chr1-19469284-19470076,ENSG00000077549
chr1-19476663-19477537,ENSG00000077549
chr1-19479317-19480098,ENSG00000077549
chr1-19485277-19486181,ENSG00000173436
chr1-19487548-19488384,ENSG00000173436
chr1-19505516-19506224,ENSG00000173436
chr1-19508635-19509536,ENSG00000173436
chr1-19510874-19511713,ENSG00000173436
chr1-19516686-19517568,ENSG00000173436
chr1-19533397-19534281,ENSG00000173436
chr1-19557502-19558399,ENSG00000173436
chr1-19579576-19580413,ENSG00000173436
chr1-19582015-19582893,ENSG00000173436
chr1-19596554-19597397,ENSG00000173436
chr1-19600021-19600897,ENSG00000173436
chr1-19606535-19607353,ENSG00000173436
chr1-19613032-19613873,ENSG00000173436
chr1-19643821-19644696,ENSG00000158747
chr1-19647429-19648291,ENSG00000158747
chr1-19650876-19651787,ENSG00000158747
chr1-19653431-19654324,ENSG00000158747
chr1-19687950-19688899,ENSG00000162542
chr1-19704262-19705172,ENSG00000162542
chr1-19715317-19716218,ENSG00000162542
chr1-19761962-19762853,ENSG00000162542
chr1-19790184-19790998,ENSG00000162542
chr1-19793380-19794189,ENSG00000162542
chr1-19799541-19800337,ENSG00000162542
chr1-19881968-19882834,ENSG00000169914
chr1-20183406-20184241,ENSG00000162543
chr1-20185628-20186370,ENSG00000162543
chr1-20187236-20187749,ENSG00000162543
chr1-20187851-20188244,ENSG00000162543
chr1-20194900-20195802,ENSG00000162543
chr1-20507679-20508552,ENSG00000090432
chr1-20587271-20588019,ENSG00000158825
chr1-20588613-20589304,ENSG00000158825
chr1-20589419-20589928,ENSG00000158825
chr1-20590175-20590980,ENSG00000158825
chr1-20597099-20597992,ENSG00000158825
chr1-20604379-20605135,ENSG00000158825
chr1-20633186-20633921,ENSG00000158828
chr1-20639866-20640750,ENSG00000158828
chr1-20661086-20661997,ENSG00000244038
chr1-20786568-20787250,ENSG00000127483
chr1-20851559-20852435,ENSG00000075151
chr1-20903230-20904086,ENSG00000075151
chr1-20927891-20928779,ENSG00000075151
chr1-20932407-20933222,ENSG00000075151
chr1-20964519-20965415,ENSG00000075151
chr1-20992276-20993127,ENSG00000075151
chr1-21022123-21022978,ENSG00000075151
chr1-21027470-21028357,ENSG00000075151
chr1-21034794-21035550,ENSG00000075151
chr1-21051060-21051898,ENSG00000075151
chr1-21076890-21077787,ENSG00000075151
chr1-21090719-21091605,ENSG00000075151
chr1-21098943-21099755,ENSG00000075151
chr1-21100394-21101241,ENSG00000075151
chr1-21117332-21118191,ENSG00000075151
chr1-21123234-21124166,ENSG00000075151
chr1-21149337-21149915,ENSG00000075151
chr1-21165456-21166312,ENSG00000075151
chr1-21175098-21175827,ENSG00000075151
chr1-21176490-21177377,ENSG00000075151
chr1-21216587-21217443,ENSG00000117298
chr1-21217877-21218716,ENSG00000117298
chr1-21231767-21232673,ENSG00000117298
chr1-21237432-21238309,ENSG00000117298
chr1-21253656-21254458,ENSG00000117298
chr1-21254998-21255880,ENSG00000117298
chr1-21261558-21262434,ENSG00000117298
chr1-21265890-21266787,ENSG00000117298
chr1-21269920-21270775,ENSG00000117298
chr1-21278625-21279354,ENSG00000117298
chr1-21279811-21280690,ENSG00000117298
chr1-21284603-21285483,ENSG00000117298
chr1-21289783-21290689,ENSG00000117298
chr1-21292700-21293519,ENSG00000117298
chr1-21294217-21295110,ENSG00000117298
chr1-21296569-21297426,ENSG00000117298
chr1-21299661-21300536,ENSG00000117298
chr1-21302563-21303441,ENSG00000117298
chr1-21307342-21308163,ENSG00000117298
chr1-21308670-21309491,ENSG00000117298
chr1-21317051-21317957,ENSG00000117298
chr1-21319995-21320896,ENSG00000117298
chr1-21322227-21323159,ENSG00000117298
chr1-21324471-21325209,ENSG00000117298
chr1-21329262-21330175,ENSG00000117298
chr1-21331667-21332551,ENSG00000117298
chr1-21334009-21334855,ENSG00000117298
chr1-21337704-21338598,ENSG00000117298
chr1-21345125-21346028,ENSG00000117298
chr1-21439659-21440547,ENSG00000142794
chr1-21453703-21454624,ENSG00000142794
chr1-21703189-21703988,ENSG00000090686
chr1-21760751-21761620,ENSG00000090686
chr1-21761952-21762755,ENSG00000090686
chr1-21764421-21765272,ENSG00000090686
chr1-21767984-21768907,ENSG00000090686
chr1-21771419-21772256,ENSG00000090686
chr1-21773330-21774226,ENSG00000090686
chr1-21782896-21783743,ENSG00000090686
chr1-21823392-21824295,ENSG00000142798
chr1-21852050-21852880,ENSG00000142798
chr1-21857118-21858008,ENSG00000142798
chr1-21860790-21861599,ENSG00000142798
chr1-21865739-21866683,ENSG00000142798
chr1-21894094-21894834,ENSG00000142798
chr1-21896564-21897454,ENSG00000142798
chr1-21899529-21900430,ENSG00000142798
chr1-21901608-21902287,ENSG00000142798
chr1-21904617-21905477,ENSG00000142798
chr1-21906501-21907308,ENSG00000142798
chr1-21909550-21910452,ENSG00000142798
chr1-21911209-21912049,ENSG00000142798
chr1-21913462-21914222,ENSG00000142798
chr1-21914743-21915626,ENSG00000142798
chr1-21916543-21917433,ENSG00000142798
chr1-21919985-21920849,ENSG00000142798
chr1-21924313-21925169,ENSG00000142798
chr1-21926970-21927871,ENSG00000142798
chr1-21936955-21937857,ENSG00000142798
chr1-22022561-22023443,ENSG00000218510
chr1-22025138-22025887,ENSG00000070831
chr1-22031299-22032216,ENSG00000285752
chr1-22039518-22040427,ENSG00000285752
chr1-22042583-22043480,ENSG00000285752
chr1-22044903-22045689,ENSG00000285752
chr1-22048150-22049088,ENSG00000285752
chr1-22052297-22053093,ENSG00000285752
chr1-22056667-22057572,ENSG00000070831
chr1-22074320-22075069,ENSG00000070831
chr1-22075563-22076433,ENSG00000070831
chr1-22083182-22084049,ENSG00000070831
chr1-22092110-22093006,ENSG00000070831
chr1-22428416-22429292,ENSG00000184677
chr1-22451495-22452339,ENSG00000184677
chr1-22465274-22466111,ENSG00000184677
chr1-22710274-22711175,ENSG00000133216
chr1-22735041-22735933,ENSG00000133216
chr1-22745857-22746774,ENSG00000133216
chr1-22750027-22750910,ENSG00000133216
chr1-22831762-22832667,ENSG00000133216
chr1-22854482-22855375,ENSG00000133216
chr1-22861776-22862662,ENSG00000133216
chr1-22884863-22885773,ENSG00000133216
chr1-23019012-23019890,ENSG00000004487
chr1-23029135-23029999,ENSG00000240553
chr1-23081106-23081861,ENSG00000240553
chr1-23098457-23099348,ENSG00000169641
chr1-23100006-23100907,ENSG00000169641
chr1-23103110-23104011,ENSG00000169641
chr1-23110542-23111462,ENSG00000169641
chr1-23113893-23114725,ENSG00000169641
chr1-23115180-23115974,ENSG00000169641
chr1-23118878-23119776,ENSG00000169641
chr1-23167307-23168040,ENSG00000169641
chr1-23168398-23169225,ENSG00000169641
chr1-23169696-23170368,ENSG00000169641
chr1-23177292-23178204,ENSG00000169641
chr1-23178913-23179707,ENSG00000169641
chr1-23282657-23283555,ENSG00000261326
chr1-23341824-23342615,ENSG00000125944
chr1-23343978-23344897,ENSG00000125944
chr1-23402006-23402889,ENSG00000204219
chr1-23403628-23404526,ENSG00000204219
chr1-23417442-23418327,ENSG00000204219
chr1-23422080-23422976,ENSG00000204219
chr1-23424297-23425137,ENSG00000204219
chr1-23513832-23514690,ENSG00000007968
chr1-23522402-23523274,ENSG00000007968
chr1-23524567-23525463,ENSG00000007968
chr1-23527986-23528873,ENSG00000007968
chr1-23530921-23531786,ENSG00000007968
chr1-23533014-23533897,ENSG00000007968
chr1-23580917-23581754,ENSG00000197880
chr1-23585304-23586208,ENSG00000197880
chr1-23591386-23592161,ENSG00000197880
chr1-23594698-23595534,ENSG00000197880
chr1-23599942-23600653,ENSG00000197880
chr1-23600871-23601633,ENSG00000197880
chr1-23601948-23602767,ENSG00000197880
chr1-23606947-23607825,ENSG00000197880
chr1-23611694-23612540,ENSG00000197880
chr1-23613023-23613819,ENSG00000197880
chr1-23613979-23614615,ENSG00000197880
chr1-23619277-23620178,ENSG00000197880
chr1-23626887-23627758,ENSG00000197880
chr1-23628782-23629652,ENSG00000197880
chr1-23634686-23635600,ENSG00000197880
chr1-23637141-23638032,ENSG00000197880
chr1-23639202-23640080,ENSG00000197880
chr1-23691408-23692253,ENSG00000142676
chr1-23718417-23719205,ENSG00000236810
chr1-23720185-23721089,ENSG00000236810
chr1-23723454-23724346,ENSG00000236810
chr1-23727042-23727732,ENSG00000236810
chr1-23728152-23729084,ENSG00000236810
chr1-23732060-23732977,ENSG00000236810
chr1-23743017-23743876,ENSG00000236810
chr1-23750994-23751881,ENSG00000236810
chr1-23771864-23772771,ENSG00000236810
chr1-23774017-23774927,ENSG00000236810
chr1-23777918-23778825,ENSG00000236810
chr1-23779859-23780629,ENSG00000236810
chr1-23790693-23791555,ENSG00000011009
chr1-23793167-23794010,ENSG00000011009
chr1-23800404-23801303,ENSG00000117308
chr1-23804090-23804989,ENSG00000117305
chr1-23807281-23808167,ENSG00000117305
chr1-23809430-23810257,ENSG00000117305
chr1-23810683-23811465,ENSG00000117305
chr1-23825015-23825914,ENSG00000117305
chr1-23829904-23830789,ENSG00000117305
chr1-23835803-23836732,ENSG00000117305
chr1-23838166-23839051,ENSG00000117305
chr1-23854314-23855206,ENSG00000179163
chr1-23865341-23866170,ENSG00000179163
chr1-23867889-23868764,ENSG00000179163
chr1-23872208-23873115,ENSG00000188822
chr1-23887940-23888781,ENSG00000188822
chr1-23888918-23889596,ENSG00000188822
chr1-23894817-23895721,ENSG00000188822
chr1-23896428-23897009,ENSG00000188822
chr1-23897423-23898074,ENSG00000188822
chr1-23902515-23903422,ENSG00000188822
chr1-23907468-23908125,ENSG00000188822
chr1-23908624-23909462,ENSG00000188822
chr1-23912953-23913861,ENSG00000188822
chr1-23954930-23955844,ENSG00000189266
chr1-23959392-23959967,ENSG00000189266
chr1-23964632-23965516,ENSG00000188529
chr1-23977182-23978082,ENSG00000188529
chr1-23979914-23980810,ENSG00000188529
chr1-24173745-24174630,ENSG00000185436
chr1-24179146-24180021,ENSG00000185436
chr1-24185474-24186200,ENSG00000185436
chr1-24186971-24187822,ENSG00000185436
chr1-24189925-24190660,ENSG00000185436
chr1-24364981-24365888,ENSG00000001460
chr1-24372832-24373739,ENSG00000001460
chr1-24383995-24384896,ENSG00000001460
chr1-24385384-24385997,ENSG00000001460
chr1-24389774-24390415,ENSG00000001460
chr1-24391006-24391837,ENSG00000001460
chr1-24392111-24392912,ENSG00000001460
chr1-24411739-24412471,ENSG00000001460
chr1-24413267-24414174,ENSG00000001460
chr1-24415226-24416130,ENSG00000001460
chr1-24416737-24417486,ENSG00000001460
chr1-24419000-24419896,ENSG00000001461
chr1-24420386-24421147,ENSG00000001461
chr1-24465152-24465874,ENSG00000001461
chr1-24498425-24499261,ENSG00000286061
chr1-24502423-24503234,ENSG00000286061
chr1-24506585-24507308,ENSG00000117602
chr1-24526880-24527791,ENSG00000117602
chr1-24534766-24535660,ENSG00000117602
chr1-24536287-24537179,ENSG00000117602
chr1-24540896-24541650,ENSG00000117602
chr1-24634924-24635809,ENSG00000133226
chr1-24642637-24643555,ENSG00000133226
chr1-24655733-24656584,ENSG00000133226
chr1-24743206-24743893,ENSG00000169504
chr1-24744761-24745650,ENSG00000169504
chr1-24748250-24749088,ENSG00000169504
chr1-24762087-24762994,ENSG00000169504
chr1-24765188-24766048,ENSG00000169504
chr1-24785943-24786832,ENSG00000169504
chr1-24830410-24831319,ENSG00000169504
chr1-24834732-24835614,ENSG00000169504
chr1-24909262-24910022,ENSG00000020633
chr1-24910848-24911752,ENSG00000020633
chr1-24915326-24916129,ENSG00000020633
chr1-24922031-24922930,ENSG00000020633
chr1-24923245-24924192,ENSG00000020633
chr1-24924843-24925742,ENSG00000020633
chr1-24926422-24927328,ENSG00000020633
chr1-24929927-24930771,ENSG00000020633
chr1-24931995-24932877,ENSG00000020633
chr1-24934352-24935069,ENSG00000020633
chr1-24942487-24943208,ENSG00000020633
chr1-24946356-24946975,ENSG00000020633
chr1-24947943-24948695,ENSG00000020633
chr1-24952275-24953183,ENSG00000020633
chr1-24954837-24955730,ENSG00000020633
chr1-24956790-24957663,ENSG00000020633
chr1-24964766-24965668,ENSG00000020633
chr1-24966463-24967306,ENSG00000020633
chr1-25232072-25232915,ENSG00000117614
chr1-25233059-25233756,ENSG00000117614
chr1-25247092-25247963,ENSG00000117616
chr1-25259489-25260333,ENSG00000117616
chr1-25260657-25261351,ENSG00000117616
chr1-25336590-25337320,ENSG00000117616
chr1-25338026-25338872,ENSG00000117616
chr1-25355696-25356599,ENSG00000183726
chr1-25357099-25357954,ENSG00000183726
chr1-25369338-25370129,ENSG00000188672
chr1-25382881-25383787,ENSG00000188672
chr1-25402715-25403559,ENSG00000188672
chr1-25412965-25413791,ENSG00000188672
chr1-25418174-25418855,ENSG00000188672
chr1-25430075-25430489,ENSG00000188672
chr1-25430566-25430958,ENSG00000188672
chr1-25451638-25452543,ENSG00000204178
chr1-25456189-25457053,ENSG00000204178
chr1-25461749-25462604,ENSG00000204178
chr1-25466989-25467822,ENSG00000204178
chr1-25473542-25474300,ENSG00000204178
chr1-25474476-25475234,ENSG00000204178
